OverallQual,GrLivArea,Neighborhood,YearBuilt,YearRemodAdd,OverallCond,BsmtFinSF1,GarageCars,GarageArea,GarageType,GarageFinish,GarageYrBlt,TotRmsAbvGrd,KitchenQual,ExterQual,BsmtQual,BsmtExposure,Fireplaces,FireplaceQu,LotArea,LotFrontage,MSSubClass,MSZoning,HouseStyle,OpenPorchSF,HasGarage,HasBasement,TotalSF,TotalBathrooms,Qual_High,Qual_Low,SalePrice
5,864,Sawyer,1965,1965,5,553,1,360,Detchd,Unf,1965.0,5,TA,TA,TA,No,1,Po,8281,60.0,20,RL,1Story,0,1,1,1728,1.0,0,0,62383
5,1520,SWISU,1932,2000,5,182,1,281,Detchd,Unf,1968.0,6,TA,TA,TA,No,0,Npfireplace,4500,55.0,50,RH,1.5Fin,0,1,1,2313,1.0,0,0,159434
5,2372,OldTown,1892,1965,4,0,1,432,Attchd,RFn,1985.0,11,TA,TA,TA,No,0,Npfireplace,6600,60.0,70,RM,2Story,287,1,1,3366,2.0,0,0,107500
5,1022,OldTown,1910,2006,4,247,1,280,Detchd,Unf,1956.0,4,TA,TA,TA,No,0,Npfireplace,7200,60.0,30,RM,1Story,30,1,1,2044,1.0,0,0,85000
7,1779,CollgCr,1998,1998,5,0,2,546,Attchd,RFn,1998.0,6,Gd,TA,Gd,Av,0,Npfireplace,10400,80.0,60,RL,2Story,36,1,1,2645,2.5,0,0,197900
5,616,BrkSide,1921,1950,7,616,1,205,Detchd,Unf,1921.0,4,TA,TA,TA,No,0,Npfireplace,6000,50.0,30,RM,1Story,0,1,1,1232,1.0,0,0,89000
5,1078,NAmes,1971,2008,6,734,2,500,Attchd,Fin,1971.0,6,TA,TA,TA,No,1,Fa,12537,73.0,20,RL,1Story,0,1,1,2156,1.5,0,0,149900
4,1981,SWISU,1928,1950,3,622,2,576,Detchd,Unf,1981.0,7,Gd,TA,TA,No,2,TA,7804,65.0,50,RL,1.5Fin,44,1,1,3103,2.0,0,1,135000
7,2256,Gilbert,2000,2000,5,300,2,554,BuiltIn,Fin,2000.0,8,Gd,Gd,Gd,No,1,TA,8795,65.0,60,RL,2Story,54,1,1,3208,2.5,0,0,236000
6,720,OldTown,1928,2003,8,0,2,484,Detchd,Unf,2005.0,5,TA,TA,TA,No,0,Npfireplace,8520,60.0,30,RM,1Story,0,1,1,1344,1.0,0,0,105900
6,1218,BrkSide,1941,1950,6,375,2,440,Detchd,Unf,2003.0,6,TA,TA,TA,No,1,Gd,6000,60.0,50,RM,1.5Fin,0,1,1,1953,1.0,0,0,131000
6,1586,NWAmes,1979,1998,5,0,2,435,Attchd,Unf,1979.0,7,TA,TA,Gd,No,1,TA,17043,48.0,20,RL,1Story,0,1,1,2948,2.0,0,0,181000
9,2234,StoneBr,2008,2009,5,1904,3,1166,Attchd,Fin,2009.0,9,Ex,Ex,Ex,No,1,Gd,17423,63.0,20,RL,1Story,60,1,1,4450,2.0,1,0,501837
5,900,Sawyer,1967,1967,5,450,1,280,Detchd,Unf,1970.0,5,TA,TA,TA,No,0,Npfireplace,9819,70.0,20,RL,1Story,0,1,1,1782,1.0,0,0,122000
4,1363,OldTown,1910,1950,7,0,2,528,Detchd,Unf,1966.0,6,TA,TA,Fa,No,0,Npfireplace,7740,60.0,70,RM,2Story,0,1,1,1985,1.0,0,1,125500
4,1056,SawyerW,1966,1966,4,1056,1,384,Detchd,Unf,1966.0,5,TA,TA,TA,No,0,Npfireplace,8900,68.0,20,RH,1Story,42,1,1,2112,1.0,0,1,107000
6,1003,Mitchel,1984,1984,6,819,2,588,Detchd,Unf,1984.0,6,TA,TA,TA,Av,0,Npfireplace,7937,37.0,80,RL,SLvl,0,1,1,2006,1.0,0,0,142500
6,2134,BrkSide,1916,1994,6,0,2,441,Detchd,Unf,1930.0,10,Gd,TA,TA,No,0,Npfireplace,11888,51.0,75,RL,2.5Unf,60,1,1,2978,2.0,0,0,214500
6,1355,IDOTRR,1914,2006,7,0,0,0,NoGarage,NoGarage,0.0,7,Gd,TA,TA,No,0,Npfireplace,6882,60.0,70,RM,2Story,0,0,1,2039,1.5,0,0,127000
6,1489,SWISU,1940,1950,7,0,1,240,Detchd,Unf,1940.0,7,TA,TA,TA,No,1,Gd,9900,60.0,50,RL,1.5Fin,0,1,1,2267,2.0,0,0,139500
6,1855,Veenker,1976,1994,7,0,2,512,Attchd,RFn,1976.0,7,TA,Gd,TA,No,1,TA,9600,80.0,80,RL,SLvl,100,1,1,2383,2.5,0,0,187000
8,1665,NWAmes,2001,2001,6,643,2,528,Attchd,Fin,2001.0,6,Gd,Gd,Gd,No,0,Npfireplace,8400,70.0,60,RL,2Story,45,1,1,2475,2.5,1,0,227000
7,1744,SawyerW,1993,2003,7,402,2,457,Attchd,RFn,1993.0,7,Gd,Gd,Gd,No,0,Npfireplace,9453,68.0,60,RL,2Story,70,1,1,2740,2.5,0,0,194500
3,1526,IDOTRR,1915,1982,2,0,0,0,NoGarage,NoGarage,0.0,6,Fa,Fa,TA,No,0,Npfireplace,8470,105.0,50,C (all),1.5Fin,0,0,1,2026,1.0,0,1,85000
4,1382,Sawyer,1963,1979,5,547,2,459,Attchd,Unf,1974.0,6,TA,TA,TA,No,1,Po,11235,75.0,20,RL,1Story,82,1,1,2433,1.5,0,1,148000
5,1308,Crawfor,1940,1950,7,428,1,256,Detchd,Unf,1940.0,7,TA,Gd,TA,No,2,TA,9600,130.0,50,RL,1.5Fin,70,1,1,2036,1.5,0,0,160000
6,1478,NAmes,1957,1957,3,189,2,442,Attchd,RFn,1957.0,6,TA,TA,TA,No,2,Gd,8400,70.0,20,RL,1Story,0,1,1,2956,1.5,0,0,156500
5,1056,NAmes,1954,2005,7,480,1,260,Attchd,Unf,1954.0,6,TA,TA,TA,No,0,Npfireplace,9250,80.0,20,RL,1Story,0,1,1,2112,1.0,0,0,139400
6,1176,BrkSide,1937,2000,9,0,2,624,Detchd,Unf,1999.0,4,TA,Gd,TA,No,0,Npfireplace,6000,50.0,50,RM,1.5Fin,0,1,1,1874,1.0,0,0,134900
6,1068,Sawyer,1963,2003,8,663,1,264,Attchd,RFn,1963.0,6,TA,TA,TA,No,0,Npfireplace,8414,70.0,20,RL,1Story,0,1,1,2127,1.0,0,0,154500
7,1370,NWAmes,1976,1976,5,0,2,479,Attchd,RFn,1976.0,6,TA,TA,Gd,No,1,TA,10400,80.0,20,RL,1Story,0,1,1,2460,2.0,0,0,152000
7,1923,NoRidge,1992,1992,5,674,2,564,Attchd,RFn,1992.0,8,Gd,Gd,Gd,No,1,TA,10186,107.0,60,RL,2Story,39,1,1,2673,2.5,0,0,190000
5,1716,SWISU,1912,2000,6,210,0,0,NoGarage,NoGarage,0.0,9,Fa,TA,TA,No,0,Npfireplace,5687,55.0,190,RL,2Story,184,0,1,2496,2.0,0,0,135900
5,1416,Sawyer,1918,2007,7,0,2,576,Attchd,Unf,2007.0,7,Gd,TA,TA,No,0,Npfireplace,25339,70.0,30,RL,1Story,0,1,1,2232,2.0,0,0,112000
5,1250,Edwards,1918,1950,7,0,1,280,Detchd,Unf,1955.0,7,Fa,TA,TA,No,0,Npfireplace,8248,45.0,50,RL,1.5Fin,0,1,1,1936,1.5,0,0,116000
9,2728,NridgHt,2005,2006,5,1410,3,706,Attchd,Fin,2006.0,10,Ex,Ex,Ex,No,2,Ex,20431,56.0,60,RL,2Story,0,1,1,4576,2.5,1,0,437154
8,2169,CollgCr,2002,2002,5,0,2,647,Attchd,RFn,2002.0,7,Gd,Gd,Gd,No,1,Gd,9375,69.0,60,RL,2Story,87,1,1,3453,2.5,1,0,228500
6,790,SWISU,1930,1950,5,384,1,160,Detchd,Unf,1925.0,4,TA,TA,Gd,Mn,0,Npfireplace,6292,52.0,30,RL,1Story,141,1,1,1558,1.0,0,0,91000
7,1502,Crawfor,1931,2000,6,0,1,270,Attchd,RFn,1931.0,6,TA,TA,Gd,No,1,Gd,7200,60.0,70,RL,2Story,0,1,1,2278,1.5,0,0,149000
7,2021,Gilbert,2006,2006,5,0,2,422,BuiltIn,RFn,2006.0,9,Gd,Gd,Ex,No,1,Gd,23257,168.0,60,RL,2Story,100,1,1,2889,2.5,0,0,274725
5,1203,BrkSide,1950,1950,4,185,1,352,Detchd,Unf,1950.0,5,Gd,TA,TA,No,1,TA,7015,51.0,50,RL,1.5Fin,0,1,1,1912,1.0,0,0,110000
6,1258,Edwards,1939,1950,5,204,1,280,Detchd,Unf,1939.0,6,TA,TA,TA,Mn,0,Npfireplace,9060,60.0,50,RL,1.5Fin,0,1,1,1818,1.0,0,0,105000
6,1638,Gilbert,1998,1998,5,828,2,472,Attchd,Fin,1998.0,7,TA,TA,Gd,Gd,2,TA,9042,59.0,60,RL,2Story,38,1,1,2581,2.5,0,0,192000
5,990,CollgCr,1994,1994,5,495,1,299,Attchd,Unf,1996.0,5,TA,TA,Gd,No,0,Npfireplace,8775,65.0,20,RL,1Story,64,1,1,1980,1.0,0,0,126000
8,1970,NridgHt,2006,2006,5,0,3,753,BuiltIn,Fin,2006.0,8,Ex,Gd,Gd,Mn,1,Gd,11065,86.0,60,RL,2Story,74,1,1,3055,2.5,1,0,281000
5,1582,ClearCr,1964,1964,5,812,2,390,Attchd,Unf,1964.0,7,TA,TA,TA,Av,0,Npfireplace,36500,80.0,20,RL,1Story,198,1,1,3206,2.0,0,0,190000
7,1865,CollgCr,2000,2000,5,735,3,839,Attchd,RFn,2000.0,7,Gd,Gd,Gd,No,1,TA,10316,69.0,60,RL,2Story,184,1,1,2857,2.5,0,0,235000
5,1192,IDOTRR,1920,1950,5,0,1,189,Detchd,Unf,1920.0,6,TA,TA,TA,Mn,0,Npfireplace,6402,60.0,70,RM,2Story,0,1,1,1788,1.0,0,0,78000
7,1472,NWAmes,1980,1980,5,1036,2,588,Attchd,Unf,1980.0,6,TA,TA,Gd,Av,2,TA,14115,80.0,80,RL,SLvl,48,1,1,2844,2.0,0,0,187500
6,1012,IDOTRR,1920,1950,5,0,1,308,Detchd,Unf,1920.0,6,TA,TA,TA,No,1,Gd,8263,59.0,30,RM,1Story,22,1,1,2024,1.0,0,0,118400
7,1509,Gilbert,2003,2003,5,0,2,393,Attchd,Fin,2003.0,8,Gd,Gd,Gd,No,1,Gd,7875,63.0,60,RL,2Story,75,1,1,2292,2.5,0,0,180000
5,912,Sawyer,1962,1962,6,737,1,352,Detchd,Unf,1962.0,4,TA,TA,TA,No,0,Npfireplace,12968,70.0,20,RL,1Story,0,1,1,1824,1.0,0,0,144000
6,1656,NAmes,1960,1960,5,639,2,528,Attchd,Fin,1960.0,7,TA,TA,TA,Gd,2,Gd,31770,141.0,20,RL,1Story,62,1,1,2736,1.0,0,0,215000
8,2574,CollgCr,2007,2007,5,0,3,868,BuiltIn,Fin,2007.0,10,Ex,Gd,Ex,No,1,Gd,9588,69.0,60,RL,2Story,148,1,1,4056,2.5,1,0,276000
5,912,NAmes,1958,1958,5,456,1,275,Attchd,RFn,1958.0,5,TA,TA,TA,No,0,Npfireplace,10150,70.0,20,RL,1Story,0,1,1,1824,1.0,0,0,114500
6,1442,NAmes,1958,1958,6,608,1,301,Attchd,RFn,1958.0,7,TA,TA,TA,No,0,Npfireplace,9750,75.0,20,RL,1Story,0,1,1,2884,1.5,0,0,157900
5,1121,Sawyer,1963,1963,6,651,2,480,Detchd,Unf,1963.0,5,TA,TA,TA,No,0,Npfireplace,8816,80.0,20,RL,1Story,80,1,1,2242,1.0,0,0,139000
8,1852,CollgCr,1999,2000,5,668,3,660,Attchd,Fin,1999.0,7,Gd,Gd,Gd,Mn,2,TA,9066,73.0,60,RL,2Story,106,1,1,2856,2.5,1,0,230000
10,2775,OldTown,1893,2000,9,0,2,880,Detchd,Unf,1988.0,9,Gd,Ex,TA,No,1,Gd,13500,75.0,75,RM,2.5Unf,502,1,1,4012,3.5,1,0,325000
6,1381,NWAmes,1972,2006,7,982,2,676,Attchd,RFn,1972.0,5,Gd,TA,TA,No,1,TA,9360,78.0,20,RL,1Story,0,1,1,2542,1.5,0,0,197500
3,1040,NAmes,1950,1950,4,0,2,400,Detchd,Unf,1949.0,6,TA,TA,NoBasement,NoBasement,0,Npfireplace,8544,60.0,90,RL,1Story,0,1,0,1040,2.0,0,1,93500
6,1764,CollgCr,1997,1997,5,821,2,470,Attchd,RFn,1997.0,7,Gd,TA,Gd,No,0,Npfireplace,15426,65.0,60,RL,2Story,99,1,1,2692,2.5,0,0,231500
5,1920,NAmes,1948,1950,5,220,2,400,Detchd,Unf,1948.0,10,TA,TA,TA,No,0,Npfireplace,11345,95.0,90,RL,2Story,0,1,1,2848,2.0,0,0,137000
5,804,OldTown,1940,1992,7,510,1,240,Attchd,Unf,1940.0,4,Gd,TA,TA,No,2,Gd,7200,60.0,30,RM,1Story,0,1,1,1592,1.0,0,0,119000
10,2392,NridgHt,2003,2003,5,56,3,968,Attchd,Fin,2003.0,8,Ex,Ex,Ex,Gd,1,Ex,13472,103.0,20,RL,1Story,105,1,1,4784,2.0,1,0,386250
6,1603,SawyerW,1992,1992,5,387,2,484,Attchd,RFn,1992.0,7,Gd,Gd,Gd,No,0,Npfireplace,7153,65.0,60,RL,2Story,124,1,1,2364,2.5,0,0,175900
5,1276,Edwards,1958,1958,3,0,1,350,Attchd,Unf,1958.0,5,TA,TA,TA,No,0,Npfireplace,9571,68.0,20,RL,1Story,0,1,1,2552,1.0,0,0,60000
8,1719,Veenker,1993,1993,5,1619,2,473,Attchd,Fin,1993.0,6,Gd,Gd,Gd,Gd,2,Gd,10846,32.0,120,RL,1Story,30,1,1,3438,1.5,1,0,324000
5,1336,Crawfor,1953,1953,5,841,1,375,Attchd,Unf,1953.0,5,TA,TA,TA,Mn,2,Gd,15750,90.0,190,RL,1Story,0,1,1,2501,1.0,0,0,157000
6,987,BrDale,1973,1973,5,330,1,264,Detchd,Unf,1973.0,5,TA,TA,TA,No,0,Npfireplace,1680,21.0,160,RM,2Story,0,1,1,1470,1.5,0,0,100000
8,2520,NoRidge,1993,1993,7,1012,3,796,Attchd,RFn,1993.0,10,Gd,Gd,Gd,No,1,TA,14541,91.0,60,RL,2Story,55,1,1,3858,2.5,1,0,310000
2,800,BrkSide,1936,1950,3,0,0,0,NoGarage,NoGarage,0.0,4,Fa,Fa,TA,No,1,Po,6120,51.0,30,RM,1Story,0,0,1,1064,1.0,0,1,60000
7,1920,NWAmes,1968,1992,6,0,2,487,Attchd,RFn,1968.0,8,Gd,TA,TA,No,1,TA,10192,102.0,80,RL,SLvl,98,1,1,2490,3.0,0,0,170000
5,2240,SawyerW,1979,1979,5,0,2,528,Detchd,Unf,1979.0,12,TA,TA,NoBasement,NoBasement,0,Npfireplace,7018,64.0,90,RL,2Story,0,1,0,2240,2.0,0,0,142953
7,1690,OldTown,1916,1950,6,0,1,225,Detchd,Unf,1916.0,7,TA,TA,TA,No,1,Gd,8850,65.0,75,RM,2.5Unf,0,1,1,2505,1.0,0,0,144000
6,1322,NPkVill,1974,1974,5,257,2,440,Attchd,Unf,1974.0,6,TA,TA,TA,No,1,Fa,2308,24.0,160,RL,2Story,0,1,1,2177,2.5,0,0,147000
7,1776,CollgCr,2002,2002,5,0,2,474,Attchd,RFn,2002.0,7,Gd,Gd,Gd,NoBasement,1,TA,14006,65.0,60,RL,2Story,96,1,1,2712,2.5,0,0,192500
7,1717,Crawfor,1915,1970,5,216,3,642,Detchd,Unf,1998.0,7,Gd,TA,TA,No,1,Gd,9550,60.0,70,RL,2Story,35,1,1,2473,1.0,0,0,140000
7,1456,Gilbert,2007,2007,5,0,2,400,Attchd,Fin,2007.0,8,Gd,Gd,Gd,Av,1,Gd,9018,65.0,60,RL,2Story,24,1,1,2184,2.5,0,0,179540
8,1634,NridgHt,2006,2006,5,0,3,866,Attchd,RFn,2006.0,7,Gd,Gd,Gd,No,1,Gd,11428,98.0,20,RL,1Story,44,1,1,3260,2.0,1,0,250000
7,2730,SawyerW,1986,1987,5,28,2,576,Attchd,Fin,1987.0,8,Gd,Gd,TA,Gd,1,TA,10380,86.0,60,RL,2Story,96,1,1,4232,2.5,0,0,301000
5,1362,Mitchel,1993,1995,5,732,2,480,Attchd,Unf,1993.0,5,TA,TA,Gd,No,0,Npfireplace,14115,85.0,50,RL,1.5Fin,30,1,1,2158,1.5,0,0,143000
5,2200,Edwards,1900,2003,7,1084,0,0,NoGarage,NoGarage,0.0,9,TA,TA,TA,No,0,Npfireplace,8777,67.0,90,RL,1.5Fin,70,0,1,3472,3.0,0,0,145900
7,1656,Edwards,2003,2004,5,0,2,397,BuiltIn,Fin,2003.0,7,Gd,Gd,Gd,No,1,Gd,6931,60.0,60,RL,2Story,128,1,1,2402,2.5,0,0,165400
3,729,BrkSide,1935,2003,6,0,0,0,NoGarage,NoGarage,0.0,5,TA,Gd,TA,No,0,Npfireplace,4130,56.0,30,RL,1Story,0,0,1,999,1.0,0,1,52000
4,1152,Edwards,1955,1955,5,0,0,0,NoGarage,NoGarage,0.0,6,Fa,TA,NoBasement,NoBasement,0,Npfireplace,6040,65.0,90,RL,1Story,0,0,0,1152,2.0,0,1,82000
7,1496,Gilbert,2006,2006,5,554,2,426,Attchd,RFn,2006.0,7,Gd,Gd,Gd,Av,1,Gd,17104,58.0,60,RL,2Story,24,1,1,2150,2.5,0,0,179665
6,1217,SawyerW,1980,1980,6,0,1,288,Attchd,RFn,1980.0,6,TA,TA,Gd,No,1,TA,10762,75.0,160,RL,2Story,28,1,1,1843,1.5,0,0,120000
5,1214,NAmes,1967,1967,5,695,1,318,Attchd,RFn,1967.0,5,TA,TA,TA,No,1,Fa,10355,73.0,20,RL,1Story,111,1,1,2428,2.0,0,0,143000
5,796,Edwards,1910,1950,7,0,0,0,NoGarage,NoGarage,0.0,4,TA,TA,Fa,No,0,Npfireplace,8777,67.0,30,RL,1Story,0,0,1,1592,1.0,0,0,85000
7,1889,OldTown,1910,1950,4,0,1,308,Detchd,Unf,1960.0,9,TA,Fa,TA,No,1,Gd,10120,60.0,190,RM,2.5Unf,0,1,1,2814,1.5,0,0,122000
7,1660,CollgCr,2002,2002,5,0,2,493,Attchd,RFn,2002.0,7,Gd,Gd,Gd,No,0,Npfireplace,8935,68.0,60,RL,2Story,68,1,1,2491,2.5,0,0,195000
6,1306,NridgHt,2005,2005,5,900,2,624,Attchd,RFn,2005.0,5,Gd,Gd,Gd,Av,1,Gd,5381,34.0,120,RL,1Story,63,1,1,2612,2.0,0,0,196000
8,1588,Somerst,2006,2006,5,0,3,825,Attchd,RFn,2006.0,7,Gd,Gd,Gd,Av,1,Gd,10000,85.0,20,RL,1Story,45,1,1,3176,2.0,1,0,227000
7,1601,NWAmes,1978,1978,5,704,2,478,Attchd,RFn,1978.0,7,TA,TA,Gd,No,1,TA,11880,82.0,20,RL,1Story,0,1,1,2872,2.0,0,0,157000
7,2640,OldTown,1880,2003,7,0,4,864,Detchd,Unf,1950.0,8,Gd,Gd,TA,No,1,Gd,11700,65.0,70,RM,2Story,0,1,1,3880,1.5,0,0,265979
8,3238,NoRidge,1995,1996,5,816,3,666,Attchd,Fin,1996.0,9,Gd,Gd,Gd,Av,1,Ex,14720,56.0,50,RL,1.5Fin,86,1,1,5271,2.5,1,0,410000
8,2466,Somerst,2004,2005,5,0,2,610,Attchd,RFn,2004.0,8,Gd,Gd,Gd,No,1,Gd,11143,102.0,60,FV,2Story,214,1,1,4046,3.0,1,0,340000
7,1432,Gilbert,2004,2005,5,425,2,432,Attchd,Fin,2004.0,6,Gd,Gd,Gd,No,1,Gd,7795,71.0,60,RL,2Story,51,1,1,2148,2.5,0,0,188500
7,1258,Blmngtn,2006,2007,5,0,3,648,Attchd,Fin,2007.0,6,Gd,Gd,Ex,Av,1,Gd,3922,53.0,120,RL,1Story,16,1,1,2516,2.0,0,0,172500
9,2596,NridgHt,2006,2006,5,0,3,840,Attchd,RFn,2006.0,9,Gd,TA,Ex,Av,0,Npfireplace,16259,111.0,60,RL,2Story,154,1,1,3845,3.5,1,0,342643
7,1547,Somerst,2009,2009,5,24,2,614,Attchd,Unf,2009.0,7,Gd,TA,Gd,Mn,0,Npfireplace,8640,72.0,60,FV,2Story,45,1,1,2303,2.5,0,0,215200
9,2599,NoRidge,1999,1999,5,0,3,779,BuiltIn,Fin,1999.0,10,Gd,Gd,Gd,No,1,TA,14774,108.0,60,RL,2Story,30,1,1,3992,2.5,1,0,333168
7,1389,OldTown,1946,1992,8,0,1,240,Detchd,Unf,1947.0,6,TA,TA,TA,No,2,Gd,3378,60.0,60,RM,2Story,0,1,1,2040,1.5,0,0,135000
5,1048,BrkSide,1922,1950,6,0,1,280,Detchd,Unf,1922.0,5,TA,TA,TA,No,1,Gd,6380,58.0,45,RM,1.5Unf,0,1,1,2041,1.0,0,0,113000
7,1775,SawyerW,1993,1993,5,513,2,425,Attchd,Unf,1993.0,7,Gd,Gd,Gd,No,1,TA,9317,75.0,60,RL,2Story,72,1,1,2515,2.5,0,0,213000
4,912,BrkSide,1947,1950,5,0,0,0,NoGarage,NoGarage,0.0,3,TA,TA,NoBasement,NoBasement,0,Npfireplace,6240,52.0,50,RM,1.5Fin,0,0,0,912,1.0,0,1,80500
5,1130,OldTown,1920,1950,6,821,2,720,Detchd,Unf,1970.0,5,TA,TA,TA,No,1,Gd,10800,60.0,30,RL,1Story,0,1,1,2250,1.0,0,0,120000
6,848,CollgCr,2003,2003,5,685,2,420,Attchd,Fin,2003.0,4,Gd,Gd,Gd,Av,0,Npfireplace,4435,69.0,120,RM,1Story,0,1,1,1696,1.0,0,0,140000
6,987,BrDale,1970,1970,6,321,1,280,Detchd,Unf,1987.0,5,TA,TA,TA,No,0,Npfireplace,1869,21.0,160,RM,2Story,0,1,1,1470,1.5,0,0,106000
5,792,OldTown,1924,2006,8,0,1,240,Detchd,Unf,1924.0,5,Gd,Gd,TA,No,0,Npfireplace,9022,52.0,30,RL,1Story,0,1,1,1560,1.0,0,0,109500
4,1005,NAmes,1955,1955,5,0,2,672,Detchd,Unf,1977.0,5,Fa,TA,TA,No,1,TA,10434,60.0,20,RL,1Story,0,1,1,2010,1.0,0,1,115000
8,2374,NridgHt,2003,2004,5,0,3,656,BuiltIn,Fin,2003.0,10,Ex,Gd,Gd,No,1,Gd,11999,93.0,60,RL,2Story,100,1,1,3555,2.5,1,0,285000
5,2601,SWISU,1921,1998,6,0,2,621,BuiltIn,RFn,1998.0,8,TA,TA,TA,No,0,Npfireplace,9842,51.0,70,RL,2Story,0,1,1,3213,3.5,0,0,189000
7,2207,NAmes,1970,1989,5,912,2,576,Attchd,RFn,1970.0,7,TA,TA,Gd,Gd,1,Gd,19900,73.0,20,RL,1Story,0,1,1,4154,2.0,0,0,180000
4,1230,BrkSide,1946,1950,7,384,1,305,Detchd,Unf,1946.0,5,TA,TA,TA,No,0,Npfireplace,4712,51.0,50,RL,1.5Fin,57,1,1,1977,1.5,0,1,121600
8,2042,NridgHt,2008,2009,5,0,3,1390,Attchd,RFn,2009.0,8,Ex,Ex,Ex,No,1,Gd,12704,98.0,20,RL,1Story,90,1,1,4084,2.5,1,0,253293
4,747,BrkSide,1926,1953,5,0,2,528,Detchd,Unf,1953.0,5,TA,TA,Fa,Mn,0,Npfireplace,5825,52.0,30,RL,1Story,0,1,1,1347,1.0,0,1,79900
6,1212,Edwards,2009,2009,5,36,2,460,Attchd,RFn,2009.0,6,Gd,TA,Gd,Mn,0,Npfireplace,10420,83.0,20,RL,1Story,22,1,1,2424,2.0,0,0,186000
7,1382,Somerst,2000,2000,5,641,2,490,Detchd,Unf,2000.0,6,Gd,Gd,Gd,No,0,Npfireplace,2651,72.0,160,FV,2Story,50,1,1,2055,2.5,0,0,165000
5,1432,OldTown,1910,2002,7,0,2,360,Detchd,Unf,1910.0,7,TA,TA,Fa,No,0,Npfireplace,9600,60.0,70,RM,2Story,0,1,1,1696,2.0,0,0,132000
5,1159,Sawyer,1968,1968,5,673,1,336,Attchd,Unf,1968.0,7,TA,TA,TA,No,1,Fa,11553,70.0,20,RL,1Story,0,1,1,2210,1.5,0,0,158000
8,1337,StoneBr,1993,1993,5,733,2,462,Attchd,RFn,1993.0,5,Gd,Gd,Gd,No,1,TA,5395,41.0,120,RL,1Story,0,1,1,2674,2.0,1,0,180000
5,2080,NAmes,1969,1969,5,650,2,504,Attchd,Unf,1969.0,9,Fa,TA,Gd,Av,2,TA,11606,70.0,60,RL,2Story,0,1,1,3120,2.0,0,0,135000
8,2417,NoRidge,1991,1992,5,0,2,462,Attchd,Unf,1991.0,9,Gd,Gd,Gd,No,1,TA,16059,121.0,60,RL,2Story,82,1,1,3705,2.5,1,0,260000
4,948,Edwards,1954,1954,6,732,1,280,Detchd,Unf,1956.0,5,TA,TA,TA,No,1,TA,8190,60.0,20,RL,1Story,36,1,1,1896,1.0,0,1,119000
3,968,OldTown,1910,1950,6,0,0,0,NoGarage,NoGarage,0.0,6,TA,TA,TA,No,0,Npfireplace,5925,50.0,50,RM,1.5Fin,0,0,1,1568,1.0,0,1,37900
4,1120,Sawyer,1961,1961,5,932,2,544,Attchd,RFn,1961.0,5,Fa,TA,TA,No,0,Npfireplace,6970,85.0,20,RL,1Story,0,1,1,2160,1.5,0,1,129000
5,985,CollgCr,1977,1977,8,595,1,328,Attchd,Unf,1977.0,6,TA,Gd,Gd,Av,0,Npfireplace,8385,65.0,80,RL,SLvl,0,1,1,1970,2.0,0,0,149900
6,2112,NAmes,1969,1969,5,500,2,576,Attchd,Unf,1969.0,9,TA,TA,Fa,Mn,2,Gd,11075,85.0,60,RL,2Story,0,1,1,3064,2.5,0,0,206900
8,1742,OldTown,1882,1986,9,216,2,424,Attchd,Unf,1925.0,8,Gd,Gd,TA,No,1,Gd,17671,121.0,70,RM,2Story,169,1,1,2658,1.5,1,0,168000
6,1412,Gilbert,2006,2007,5,0,2,432,BuiltIn,Fin,2007.0,6,Gd,TA,Gd,No,1,Gd,8499,73.0,60,RL,2Story,36,1,1,2028,2.5,0,0,156932
5,1632,Mitchel,1967,1967,4,0,2,576,Attchd,Unf,1967.0,8,TA,TA,TA,Av,0,Npfireplace,25000,100.0,90,RL,1Story,0,1,1,3264,2.0,0,0,143000
5,816,Mitchel,1982,1982,7,546,1,264,Attchd,Unf,1982.0,5,TA,TA,TA,Gd,0,Npfireplace,8314,76.0,20,RL,1Story,0,1,1,1632,1.0,0,0,124500
7,2090,StoneBr,1984,1984,5,828,2,577,Attchd,Fin,1984.0,6,Gd,Gd,Gd,Mn,1,TA,5062,63.0,160,RL,2Story,0,1,1,3280,2.0,0,0,207500
6,987,BrDale,1972,2007,8,162,1,264,Detchd,Unf,1972.0,5,Gd,TA,TA,No,0,Npfireplace,1680,21.0,160,RM,2Story,0,1,1,1470,1.5,0,0,118000
7,1786,CollgCr,2001,2002,5,486,2,608,Attchd,RFn,2001.0,6,Gd,Gd,Gd,Mn,1,TA,11250,68.0,60,RL,2Story,42,1,1,2706,2.5,0,0,223500
8,1694,Somerst,2004,2005,5,1369,2,636,Attchd,RFn,2004.0,7,Gd,Gd,Ex,Av,1,Gd,10084,75.0,20,RL,1Story,57,1,1,3380,2.0,1,0,307000
5,1118,OldTown,1939,1950,7,507,2,410,Detchd,Unf,1939.0,5,TA,TA,Gd,Mn,1,Gd,7800,65.0,190,RM,1.5Fin,0,1,1,1911,1.0,0,0,119900
5,1283,NAmes,1962,1980,7,504,2,506,Detchd,Unf,1980.0,6,TA,TA,TA,No,0,Npfireplace,7763,70.0,20,RL,1Story,0,1,1,2214,1.0,0,0,140000
6,1505,NAmes,1953,1953,4,1024,2,505,Attchd,RFn,1953.0,6,TA,TA,TA,No,1,TA,12160,128.0,20,RL,1Story,0,1,1,3010,1.0,0,0,149500
